ip,app,device,os,channel,click_time,attributed_time,is_attributed
133944,3,1,22,280,07/11/2017,03:55:42,0
118190,3,1,19,442,07/11/2017,10:02:32,0
147605,1,1,23,439,08/11/2017,22:31:22,0
75813,3,1,18,417,09/11/2017,13:32:36,0
53454,2,1,13,219,09/11/2017,05:14:22,0
44410,12,1,19,178,09/11/2017,06:21:55,0
69869,9,1,37,334,07/11/2017,03:38:10,0
162367,14,1,9,349,09/11/2017,05:31:36,0
43872,27,1,10,122,06/11/2017,18:58:32,0
22700,13,1,19,477,09/11/2017,02:24:36,0
119628,28,1,16,135,06/11/2017,23:39:24,0
72114,8,1,13,140,08/11/2017,10:00:29,0
114314,18,1,19,121,08/11/2017,09:12:28,0
121472,18,1,18,107,08/11/2017,12:24:53,0
9057,8,1,13,145,09/11/2017,03:42:54,0
191416,3,1,10,135,09/11/2017,00:38:04,0
126505,2,1,17,205,07/11/2017,10:29:23,0
17491,18,1,13,107,07/11/2017,11:14:03,0
45745,2,1,13,477,07/11/2017,05:24:59,0
113283,18,1,13,439,09/11/2017,01:32:35,0
300473,6,1,16,459,09/11/2017,14:20:19,0
68216,15,1,10,315,09/11/2017,01:32:53,0
91734,12,1,18,178,09/11/2017,02:03:04,0
119289,3,1,13,19,07/11/2017,01:48:45,0
85208,3,1,3,489,09/11/2017,12:58:53,0
44744,7,1,19,101,09/11/2017,10:13:47,0
85262,13,1,19,477,08/11/2017,03:10:02,0
58288,13,1,9,469,07/11/2017,11:34:04,0
7304,14,1,19,401,08/11/2017,09:53:07,0
121496,24,1,14,105,08/11/2017,19:25:17,0
109913,15,1,18,379,07/11/2017,16:33:19,0
192652,20,1,19,259,06/11/2017,17:52:44,0
262288,10,1,19,317,08/11/2017,06:15:12,0
8180,15,1,19,386,09/11/2017,14:46:26,0
79659,24,1,18,105,08/11/2017,15:23:07,0
114795,2,1,6,477,07/11/2017,10:23:46,0
99661,2,1,6,122,07/11/2017,21:13:42,0
14430,14,1,13,442,09/11/2017,07:09:39,0
84703,3,1,13,424,07/11/2017,03:35:49,0
41420,15,2,17,245,07/11/2017,09:27:12,0
113882,2,1,8,477,06/11/2017,16:24:59,0
69017,3,1,13,280,08/11/2017,10:59:59,0
55876,2,1,19,364,09/11/2017,12:40:06,0
1186,3,1,18,280,08/11/2017,13:59:53,0
31379,12,2,9,178,07/11/2017,11:17:17,0
97203,18,1,15,134,08/11/2017,03:10:08,0
25761,20,1,8,259,07/11/2017,16:12:31,0
29453,3,1,6,205,09/11/2017,14:08:27,0
3210,18,1,18,107,07/11/2017,02:57:02,0
283473,12,1,9,245,08/11/2017,03:05:58,0
196018,18,1,19,121,07/11/2017,09:09:58,0
99944,3,1,18,452,09/11/2017,15:58:30,0
121330,2,1,10,477,09/11/2017,05:47:14,0
140856,17,1,19,128,09/11/2017,15:55:34,0
194596,25,1,19,259,07/11/2017,06:55:53,0
20815,9,1,17,489,08/11/2017,13:05:05,0
67999,15,1,19,245,07/11/2017,03:48:22,0
82088,3,1,41,280,09/11/2017,15:37:52,0
10967,29,1,19,343,08/11/2017,07:24:36,0
13149,18,1,13,121,07/11/2017,00:51:11,0
38835,15,1,13,245,09/11/2017,06:03:27,0
10023,26,1,4,266,09/11/2017,12:18:00,0
106800,13,1,17,477,09/11/2017,07:32:55,0
62684,2,1,19,212,09/11/2017,05:53:53,0
17477,14,1,13,439,07/11/2017,07:41:45,0
106308,2,1,34,258,07/11/2017,06:23:50,0
93790,3,1,19,280,08/11/2017,06:15:16,0
36213,9,2,19,215,07/11/2017,15:09:10,0
116574,3,1,30,173,07/11/2017,06:23:22,0
119093,3,1,27,371,09/11/2017,11:43:35,0
84728,3,1,19,442,07/11/2017,14:04:05,0
9522,64,1,13,459,07/11/2017,12:45:28,0
62168,23,1,52,153,08/11/2017,00:19:15,0
262120,18,3543,748,107,07/11/2017,17:43:11,0
17147,12,1,13,245,07/11/2017,17:53:10,0
16202,13,1,19,477,08/11/2017,05:33:25,0
71686,3,1,13,135,09/11/2017,04:48:57,0
158811,14,1,32,379,08/11/2017,13:55:52,0
274553,3,1,49,135,08/11/2017,07:47:01,0
27824,3,1,8,489,07/11/2017,04:28:07,0
6967,9,1,14,134,09/11/2017,00:00:28,0
120419,2,1,13,435,08/11/2017,23:56:13,0
38227,3,1,13,409,08/11/2017,11:32:16,0
45425,12,1,6,265,07/11/2017,09:36:13,0
179424,23,1,27,153,07/11/2017,14:22:45,0
76040,3,1,17,280,07/11/2017,07:33:11,0
24865,1,1,6,124,09/11/2017,07:12:53,0
52878,15,1,19,245,07/11/2017,17:39:37,0
111025,2,1,13,477,07/11/2017,23:51:50,0
71413,2,1,27,469,08/11/2017,13:59:06,0
64428,8,1,13,145,09/11/2017,05:18:26,0
87108,5,1,19,377,09/11/2017,11:09:12,0
114461,15,1,18,430,06/11/2017,18:33:50,0
144739,3,1,13,280,08/11/2017,13:08:40,0
71686,13,1,13,477,08/11/2017,06:59:11,0
14895,17,1,10,280,07/11/2017,17:50:58,0
12432,2,1,14,452,07/11/2017,06:39:26,0
61584,14,1,27,442,09/11/2017,09:41:12,0
10950,21,1,19,128,08/11/2017,04:43:58,0
184012,15,1,37,265,07/11/2017,07:26:11,0
88951,15,1,9,245,06/11/2017,16:57:26,0
51992,12,1,17,178,08/11/2017,17:33:15,0
116963,3,1,13,280,09/11/2017,01:41:24,0
46023,13,1,19,477,08/11/2017,00:07:26,0
66313,2,1,25,219,09/11/2017,01:17:51,0
105587,1,1,17,134,08/11/2017,16:14:11,0
88071,18,1,6,121,07/11/2017,07:56:53,0
112775,18,2,17,121,08/11/2017,13:56:48,0
110715,18,1,22,121,08/11/2017,02:06:56,0
23878,15,1,40,245,08/11/2017,03:38:42,0
92735,2,2,18,236,07/11/2017,11:00:04,0
6740,18,1,13,121,06/11/2017,23:37:51,0
4019,9,2,16,466,08/11/2017,15:57:52,0
72164,12,1,16,205,08/11/2017,05:29:26,0
115470,3,1,19,280,07/11/2017,01:45:28,0
237196,2,1,13,477,08/11/2017,04:54:58,0
101164,12,1,17,259,08/11/2017,15:25:47,0
120662,3,1,4,379,07/11/2017,00:35:07,0
3339,3,1,23,280,07/11/2017,04:02:15,0
90053,12,1,25,105,07/11/2017,12:43:34,0
42748,3,1,19,409,09/11/2017,05:54:08,0
23540,10,1,15,377,07/11/2017,07:10:29,0
91040,1,1,18,134,07/11/2017,02:54:35,0
84196,13,1,13,477,09/11/2017,04:45:22,0
19028,9,1,13,134,06/11/2017,23:51:50,0
128930,2,1,19,258,08/11/2017,08:36:13,0
356854,2,1,3,477,09/11/2017,09:55:37,0
71610,12,1,13,340,08/11/2017,17:11:44,0
56235,2,1,32,212,07/11/2017,03:38:28,0
56558,18,1,6,107,09/11/2017,14:20:34,0
109696,9,1,22,134,08/11/2017,23:31:32,0
26391,64,1,13,459,08/11/2017,07:55:53,0
85150,14,1,17,134,08/11/2017,15:24:38,0
37549,23,1,13,153,08/11/2017,05:16:24,0
17739,12,1,35,178,09/11/2017,09:23:31,0
48170,7,1,41,101,09/11/2017,13:54:09,0
42294,2,1,16,401,08/11/2017,12:55:52,0
52076,1,1,3,150,06/11/2017,16:33:34,0
361553,2,1,13,236,08/11/2017,19:46:16,0
73043,12,1,13,265,07/11/2017,02:04:58,0
60548,3,1,16,205,07/11/2017,05:19:01,0
102280,1,2,49,153,09/11/2017,14:37:37,0
14764,18,1,19,107,09/11/2017,05:46:54,0
119289,3,2,13,135,08/11/2017,06:23:52,0
45745,12,1,41,245,08/11/2017,03:39:56,0
52676,3,1,25,452,07/11/2017,14:27:49,0
358047,14,1,20,401,09/11/2017,12:31:22,0
133598,14,1,19,379,08/11/2017,09:37:32,0
21069,10,1,10,317,09/11/2017,12:16:10,0
113211,3,1,13,115,09/11/2017,13:03:04,0
89889,3,1,13,280,08/11/2017,02:44:28,0
101556,15,1,19,130,07/11/2017,14:38:01,0
114414,2,1,6,377,06/11/2017,21:48:42,0
103556,21,1,18,128,07/11/2017,17:29:05,0
193705,9,1,19,466,08/11/2017,03:11:26,0
205894,3,1,13,489,07/11/2017,05:33:59,0
92780,9,1,32,134,07/11/2017,12:05:48,0
10153,12,1,13,409,09/11/2017,07:46:44,0
8259,9,1,19,215,07/11/2017,00:50:53,0
175444,14,1,18,439,07/11/2017,19:38:10,0
111025,3,1,19,280,07/11/2017,13:06:52,0
145883,12,1,13,205,06/11/2017,17:33:19,0
187783,3,1,27,409,08/11/2017,00:23:54,0
17149,14,1,19,401,09/11/2017,03:48:58,0
248858,2,1,13,237,09/11/2017,13:28:17,0
7471,11,1,41,319,08/11/2017,23:12:33,0
123654,12,1,31,178,08/11/2017,14:30:47,0
34021,24,1,8,105,08/11/2017,10:28:17,0
89530,12,1,19,205,07/11/2017,10:24:49,0
83639,14,1,32,379,07/11/2017,12:35:18,0
114220,12,1,13,178,09/11/2017,02:41:05,0
104799,3,1,13,280,09/11/2017,02:46:36,0
171445,3,1,19,173,07/11/2017,02:19:16,0
73426,13,1,19,477,08/11/2017,11:54:24,0
164372,28,1,19,135,07/11/2017,02:03:24,0
120638,2,1,13,477,08/11/2017,07:51:47,0
54125,29,1,13,210,09/11/2017,13:14:32,0
192778,18,1,17,107,07/11/2017,00:27:24,0
5348,9,1,63,107,09/11/2017,11:52:02,0
15879,14,1,19,123,06/11/2017,23:58:18,0
112983,8,1,14,145,09/11/2017,06:16:44,0
152714,2,1,19,258,07/11/2017,14:19:20,0
37109,12,2,19,265,09/11/2017,02:26:35,0
31783,9,1,4,215,07/11/2017,17:33:50,0
74077,14,1,19,489,08/11/2017,04:23:37,0
164327,15,1,20,140,07/11/2017,11:44:52,0
73516,13,1,18,477,08/11/2017,12:19:31,0
103335,3,2,18,379,08/11/2017,12:10:59,0
68965,18,1,8,107,07/11/2017,01:36:00,0
26995,12,1,30,497,09/11/2017,10:24:50,0
92882,9,1,20,258,07/11/2017,04:06:37,0
53454,2,1,3,477,07/11/2017,11:39:14,0
192125,18,1,20,121,06/11/2017,16:26:46,0
66152,18,1,19,376,08/11/2017,03:25:01,0
13104,3,1,13,280,08/11/2017,01:13:36,0
190226,12,1,13,259,09/11/2017,03:31:23,0
65053,15,1,1,153,08/11/2017,13:27:23,0
40710,15,1,18,111,08/11/2017,11:03:19,0
358709,3,1,13,280,09/11/2017,03:13:20,0
14516,12,2,13,265,08/11/2017,08:19:55,0
6298,2,1,19,477,07/11/2017,16:39:25,0
63947,2,1,22,477,08/11/2017,06:57:59,0
362527,15,2,20,245,08/11/2017,16:31:48,0
102118,15,1,22,265,08/11/2017,12:07:05,0
35841,6,1,16,125,09/11/2017,02:32:41,0
94093,11,1,18,219,09/11/2017,10:41:56,0
146841,18,1,13,121,06/11/2017,23:51:10,0
108181,3,1,19,480,07/11/2017,06:15:51,0
174263,20,1,18,259,07/11/2017,02:57:19,0
91104,12,1,15,328,09/11/2017,02:03:15,0
56758,9,1,19,215,09/11/2017,11:51:47,0
5526,3,1,13,280,07/11/2017,05:43:20,0
200678,13,1,3,469,07/11/2017,14:07:33,0
9955,3,1,12,280,09/11/2017,03:40:54,0
26995,12,1,19,124,09/11/2017,13:01:50,0
83111,2,1,19,401,07/11/2017,03:34:27,0
79138,11,1,19,481,07/11/2017,10:39:38,0
93573,3,1,13,480,09/11/2017,08:41:17,0
43529,9,1,19,334,09/11/2017,10:19:12,0
13608,18,1,9,134,06/11/2017,22:07:08,0
22898,3,1,18,280,08/11/2017,12:17:40,0
75325,27,1,22,153,09/11/2017,01:40:25,0
193213,27,1,19,122,07/11/2017,08:17:59,0
121127,9,1,9,466,09/11/2017,01:51:44,0
58204,1,1,13,134,07/11/2017,16:43:00,0
212192,3,1,19,205,09/11/2017,12:45:39,0
90905,11,1,19,137,09/11/2017,01:37:54,0
112812,18,3032,607,107,07/11/2017,10:38:22,0
38935,9,1,19,489,09/11/2017,13:33:59,0
16444,18,1,17,107,07/11/2017,10:44:23,0
111087,11,1,3,122,07/11/2017,23:12:27,0
232067,2,1,35,237,08/11/2017,01:59:42,0
35696,3,1,37,182,09/11/2017,09:56:46,0
105603,2,2,18,205,08/11/2017,04:26:17,0
89870,21,1,13,128,06/11/2017,22:25:35,0
31778,3,1,19,379,07/11/2017,11:16:59,0
23575,18,1,13,107,07/11/2017,02:20:51,0
16999,15,1,6,245,07/11/2017,03:27:49,0
112418,15,1,32,412,09/11/2017,15:40:39,0
198524,15,1,53,265,08/11/2017,12:10:32,0
109743,2,1,16,237,08/11/2017,11:22:43,0
47980,12,1,14,259,07/11/2017,06:23:53,0
112574,15,1,19,278,08/11/2017,08:36:26,0
343941,9,1,18,442,09/11/2017,09:10:23,0
5025,12,1,13,265,07/11/2017,00:16:30,0
23792,15,1,22,140,08/11/2017,04:41:31,0
146426,21,1,37,128,08/11/2017,01:56:45,0
217195,9,1,18,466,08/11/2017,10:53:58,0
2539,181,3032,607,347,07/11/2017,06:50:21,0
217195,3,1,53,182,08/11/2017,03:37:20,0
116001,3,1,18,130,07/11/2017,08:33:57,0
73487,15,1,19,315,08/11/2017,16:30:49,0
30249,1,1,19,349,09/11/2017,04:19:21,0
193346,3,1,25,130,09/11/2017,05:32:51,0
99682,18,1,22,439,08/11/2017,01:04:25,0
25553,2,1,19,205,07/11/2017,14:55:07,0
283200,20,1,19,259,07/11/2017,17:25:25,0
73787,23,1,19,153,09/11/2017,05:00:40,0
6412,12,1,13,265,09/11/2017,02:25:45,0
85625,1,2,19,134,07/11/2017,06:01:16,0
44160,3,1,13,280,07/11/2017,05:14:53,0
16426,12,1,19,265,07/11/2017,14:49:56,0
53964,9,1,18,232,08/11/2017,21:57:35,0
112302,18,1,13,439,09/11/2017,11:36:27,0
73933,2,1,8,477,07/11/2017,03:52:57,0
33278,3,1,13,442,09/11/2017,08:34:23,0
97546,14,1,13,463,09/11/2017,02:01:41,0
77572,18,1,10,107,09/11/2017,09:40:30,0
211436,15,1,19,315,07/11/2017,08:01:32,0
73487,9,2,35,134,06/11/2017,16:15:22,0
109644,3,1,31,137,08/11/2017,12:32:15,0
121277,2,1,19,237,08/11/2017,07:11:13,0
109333,11,1,13,173,07/11/2017,09:25:40,0
147397,18,1,19,107,06/11/2017,17:13:06,0
41172,3,1,16,211,08/11/2017,02:48:33,0
81419,12,1,17,178,08/11/2017,12:33:28,0
100042,11,1,19,137,09/11/2017,11:24:01,0
125108,3,1,19,280,08/11/2017,23:04:08,0
102516,14,1,13,480,07/11/2017,04:53:57,0
99377,12,1,19,205,09/11/2017,04:32:47,0
84896,12,1,47,481,08/11/2017,12:22:57,0
56270,2,1,13,435,09/11/2017,12:53:33,0
108052,13,1,6,477,08/11/2017,13:24:51,0
32619,3,1,14,205,07/11/2017,05:03:35,0
201540,3,1,1,424,09/11/2017,01:04:29,0
114276,2,1,19,237,09/11/2017,02:44:05,0
162877,12,1,3,178,07/11/2017,14:27:55,0
17411,18,1,27,121,08/11/2017,05:01:03,0
133477,1,1,47,124,07/11/2017,07:32:23,0
106549,9,1,17,107,09/11/2017,09:56:06,0
139886,8,1,13,145,09/11/2017,05:01:46,0
120740,2,1,19,237,08/11/2017,15:01:38,0
45374,3,1,14,280,07/11/2017,07:03:04,0
71711,13,1,20,400,08/11/2017,02:48:20,0
73516,8,2,13,145,09/11/2017,05:29:46,0
60752,15,1,15,245,08/11/2017,13:51:26,0
81698,12,1,15,178,09/11/2017,09:54:11,0
111702,18,1,30,107,09/11/2017,04:42:23,0
5450,12,1,13,340,08/11/2017,12:48:51,0
76663,3,1,53,130,08/11/2017,23:03:42,0
49541,2,1,3,435,06/11/2017,16:03:04,0
94747,3,1,17,211,08/11/2017,07:41:06,0
105534,1,1,8,452,07/11/2017,22:19:05,0
143795,14,1,13,442,07/11/2017,13:11:23,0
42041,18,1,15,317,07/11/2017,04:17:28,0
66814,3,1,6,280,08/11/2017,08:36:19,0
52726,3,1,9,211,09/11/2017,14:34:29,0
110327,25,1,20,259,09/11/2017,05:48:01,0
17988,32,1,23,376,09/11/2017,11:46:40,0
2076,12,1,32,328,09/11/2017,14:30:18,0
79909,18,1,13,379,09/11/2017,04:56:27,0
102874,3,1,13,137,07/11/2017,00:53:30,0
119405,32,1,10,376,09/11/2017,09:19:32,0
45323,3,1,19,280,07/11/2017,01:15:16,0
92735,2,1,15,212,08/11/2017,11:09:03,0
83860,18,1,35,107,07/11/2017,10:14:14,0
8352,5,1,19,377,06/11/2017,23:23:20,0
171440,8,1,13,145,09/11/2017,06:59:25,0
173967,25,1,13,259,06/11/2017,23:23:26,0
104782,7,1,13,101,07/11/2017,10:09:07,0
32460,1,1,47,134,06/11/2017,17:59:12,0
74578,10,1,19,377,09/11/2017,04:45:40,0
115445,18,1,18,107,07/11/2017,08:08:29,0
88634,22,1,19,496,07/11/2017,03:44:08,0
19882,12,1,6,242,08/11/2017,13:21:14,0
254612,32,1,8,376,08/11/2017,15:31:52,0
49383,15,1,13,3,07/11/2017,12:52:59,0
68216,3,1,14,280,08/11/2017,07:41:03,0
48569,3,1,19,280,09/11/2017,01:44:53,0
67776,18,1,13,134,08/11/2017,00:57:40,0
18126,15,1,8,111,09/11/2017,06:50:17,0
80726,3,1,13,173,09/11/2017,03:51:48,0
178873,23,1,19,153,07/11/2017,18:43:38,0
5348,24,1,19,105,09/11/2017,15:23:25,0
122218,15,1,17,480,08/11/2017,16:50:54,0
100543,3,1,3,211,08/11/2017,00:40:57,0
280973,3,1,19,280,08/11/2017,08:58:49,0
106460,1,1,27,115,07/11/2017,13:36:56,0
47968,2,1,19,435,08/11/2017,07:30:18,0
106485,11,1,35,137,08/11/2017,10:17:34,0
141620,3,1,28,135,07/11/2017,11:21:33,0
210709,18,1,19,121,09/11/2017,06:40:35,0
20503,3,1,13,442,07/11/2017,06:15:54,0
105560,2,1,19,237,07/11/2017,00:20:35,0
61313,14,1,41,480,09/11/2017,04:33:41,0
116644,12,1,17,497,07/11/2017,03:47:25,0
11141,12,1,12,265,09/11/2017,04:44:42,0
128267,64,1,22,459,07/11/2017,10:15:21,0
163448,6,1,19,459,07/11/2017,02:18:38,0
49602,18,1,19,107,08/11/2017,06:58:47,0
18890,8,1,10,145,09/11/2017,07:15:32,0
69173,12,1,41,178,09/11/2017,03:00:49,0
79226,12,1,13,245,07/11/2017,03:39:41,0
105695,3,1,37,211,09/11/2017,14:45:47,0
161112,2,1,13,212,09/11/2017,04:35:16,0
22187,9,1,32,244,08/11/2017,10:10:22,0
41437,8,1,13,145,09/11/2017,14:01:25,0
185421,2,1,19,122,07/11/2017,13:04:25,0
141601,14,1,11,463,07/11/2017,14:34:15,0
171400,2,1,13,477,06/11/2017,16:02:04,0
75922,2,1,19,122,06/11/2017,16:55:00,0
106774,3,1,8,280,08/11/2017,15:11:58,0
61161,9,1,15,442,07/11/2017,11:48:15,0
133664,8,1,31,145,07/11/2017,00:40:53,0
78397,2,1,19,477,09/11/2017,06:29:16,0
45121,14,1,19,134,09/11/2017,09:56:08,0
55695,3,1,20,280,08/11/2017,11:09:18,0
49602,21,2,43,232,07/11/2017,15:05:21,0
41692,12,1,13,145,06/11/2017,16:01:13,0
82284,15,1,1,245,09/11/2017,06:15:53,0
216247,19,516,76,213,08/11/2017,05:09:39,0
107619,23,1,18,153,07/11/2017,04:29:09,0
120982,2,1,17,122,08/11/2017,14:02:58,0
17262,12,1,40,328,09/11/2017,13:38:20,0
288790,12,1,19,409,09/11/2017,04:16:03,0
123690,32,1,13,376,08/11/2017,11:35:10,0
188669,12,1,19,122,06/11/2017,21:48:47,0
98711,9,1,19,134,06/11/2017,21:51:06,0
144604,26,1,19,266,06/11/2017,21:25:34,0
105264,2,1,12,477,06/11/2017,21:15:22,0
47747,18,3032,607,107,07/11/2017,14:25:46,0
31047,9,1,14,466,09/11/2017,08:35:41,0
22957,18,1,13,134,07/11/2017,08:03:46,0
104266,21,1,26,128,07/11/2017,07:12:53,0
289127,7,1,14,101,09/11/2017,14:20:48,0
190591,14,1,10,463,07/11/2017,11:19:17,0
5449,1,1,26,120,08/11/2017,10:30:02,0
223848,9,1,17,232,08/11/2017,15:12:36,0
25737,3,1,22,402,09/11/2017,02:29:26,0
79827,3,2,13,280,09/11/2017,04:06:44,0
257266,3,1,22,280,08/11/2017,10:25:27,0
17059,3,1,19,280,08/11/2017,01:25:27,0
158329,13,1,19,477,06/11/2017,16:56:59,0
16871,9,1,13,442,08/11/2017,14:28:48,0
95718,18,1,19,107,09/11/2017,04:07:55,0
20848,3,1,19,280,07/11/2017,07:17:18,0
102970,20,1,17,478,08/11/2017,16:57:28,0
76343,14,1,19,134,09/11/2017,14:43:38,0
85644,3,1,10,113,09/11/2017,12:49:35,0
119238,14,1,15,118,09/11/2017,07:34:51,0
35357,3,1,25,19,08/11/2017,04:41:53,0
109703,9,1,22,134,09/11/2017,00:49:30,0
171204,3,1,20,379,07/11/2017,14:51:21,0
64459,14,1,13,489,07/11/2017,14:32:22,0
261654,3,1,41,137,08/11/2017,13:30:12,0
171114,3,1,1,280,09/11/2017,05:19:06,0
4759,2,1,17,477,07/11/2017,05:26:36,0
79881,11,1,19,319,09/11/2017,01:01:09,0
22346,1,1,62,13,09/11/2017,15:38:28,0
66918,9,1,19,445,09/11/2017,04:35:28,0
91536,2,2,26,205,09/11/2017,10:03:49,0
88281,3,1,19,280,08/11/2017,04:21:23,0
56730,3,1,37,280,08/11/2017,11:15:18,0
56202,15,1,19,386,07/11/2017,12:54:48,0
211640,3,1,17,280,09/11/2017,07:23:49,0
79787,2,1,47,469,08/11/2017,09:37:26,0
70261,21,1,25,128,08/11/2017,02:16:00,0
6336,18,1,1,107,07/11/2017,22:32:03,0
100088,1,1,13,118,07/11/2017,00:36:58,0
121060,26,1,19,121,07/11/2017,05:49:23,0
260856,2,1,6,377,08/11/2017,16:29:24,0
48720,2,1,16,435,08/11/2017,08:36:22,0
111735,3,1,13,205,09/11/2017,02:40:39,0
330272,9,1,19,232,09/11/2017,13:20:23,0
201926,15,1,9,140,07/11/2017,00:45:51,0
112418,6,1,19,459,09/11/2017,07:52:12,0
197177,15,1,19,3,08/11/2017,15:18:12,0
92922,12,1,19,265,09/11/2017,03:45:21,0
235851,9,1,13,232,08/11/2017,15:03:46,0
114235,3,1,47,137,08/11/2017,22:56:07,0
44725,9,2,49,127,09/11/2017,13:28:26,0
61486,3,1,19,115,08/11/2017,00:47:18,0
361063,13,1,18,477,09/11/2017,14:13:54,0
128885,2,1,8,401,09/11/2017,09:00:22,0
71737,1,1,19,150,09/11/2017,04:59:51,0
170053,6,1,30,125,06/11/2017,23:21:51,0
16725,2,1,19,237,07/11/2017,15:25:36,0
44008,15,1,13,111,08/11/2017,03:20:37,0
200251,8,1,19,145,06/11/2017,23:01:59,0
90888,3,1,19,130,07/11/2017,13:38:20,0
68965,12,1,10,219,09/11/2017,15:24:34,0
159702,15,1,13,412,09/11/2017,15:53:05,0
42013,11,1,19,481,09/11/2017,03:37:41,0
87955,18,1,13,107,08/11/2017,15:38:32,0
83699,64,1,13,459,08/11/2017,22:06:03,0
61861,12,1,19,178,07/11/2017,01:30:32,0
973,9,1,22,134,08/11/2017,14:51:21,0
68201,15,1,13,140,07/11/2017,09:28:40,0
93384,6,1,13,459,08/11/2017,21:13:33,0
113479,12,1,25,245,07/11/2017,14:18:49,0
79075,64,1,6,459,07/11/2017,06:23:19,0
193004,18,1,19,134,07/11/2017,05:08:23,0
43142,9,1,19,334,09/11/2017,04:51:20,0
95145,12,1,6,265,06/11/2017,17:09:24,0
122627,11,1,22,319,09/11/2017,10:44:28,0
93054,12,1,18,178,07/11/2017,04:56:26,0
92769,15,1,17,111,07/11/2017,10:08:20,0
142860,3,1,18,417,07/11/2017,01:55:50,0
101654,21,1,19,128,07/11/2017,05:07:36,0
35317,18,1,13,107,07/11/2017,14:11:14,0
39328,12,1,19,178,07/11/2017,07:16:19,0
8791,2,1,13,212,07/11/2017,02:26:07,0
34104,18,1,18,134,08/11/2017,00:50:36,0
20626,18,1,17,107,09/11/2017,11:29:34,0
12874,12,1,19,265,07/11/2017,01:14:08,0
190255,7,1,19,101,09/11/2017,03:24:05,0
59572,64,1,10,459,09/11/2017,05:53:17,0
251613,12,1,16,178,07/11/2017,23:12:24,0
94895,12,1,3,265,07/11/2017,07:59:30,0
85107,64,1,18,459,06/11/2017,23:46:22,0
211209,3,1,15,489,07/11/2017,00:02:20,0
134086,11,1,19,487,08/11/2017,13:58:42,0
118393,3,1,53,135,08/11/2017,15:59:10,0
95766,12,1,19,265,07/11/2017,01:43:33,0
23805,12,1,19,340,09/11/2017,06:52:00,0
62210,2,1,19,477,08/11/2017,03:37:45,0
10456,1,1,19,134,07/11/2017,20:12:01,0
179376,13,1,3,477,07/11/2017,08:31:04,0
26995,19,0,24,347,09/11/2017,11:32:24,0
289865,18,1,19,107,08/11/2017,19:32:46,0
111967,23,1,16,153,07/11/2017,15:27:24,0
5676,14,1,41,463,08/11/2017,03:31:56,0
12810,26,1,19,266,07/11/2017,06:29:36,0
13957,2,1,19,477,07/11/2017,04:29:51,0
94987,3,1,18,280,08/11/2017,01:46:25,0
71424,11,1,22,487,09/11/2017,14:02:58,0
944,9,1,22,232,09/11/2017,14:35:12,0
42685,12,1,13,178,07/11/2017,01:40:31,0
178851,18,1,19,121,08/11/2017,14:52:24,0
17149,27,1,19,153,09/11/2017,14:24:57,0
18721,13,1,25,477,07/11/2017,03:49:45,0
12711,3,1,13,280,08/11/2017,15:04:59,0
129050,13,1,41,477,09/11/2017,09:54:11,0
60725,15,1,13,245,07/11/2017,05:40:38,0
106000,12,1,14,105,08/11/2017,14:09:31,0
56313,18,1,13,107,09/11/2017,06:28:33,0
27388,12,1,19,145,07/11/2017,16:19:16,0
121728,3,1,19,280,09/11/2017,00:19:42,0
95820,64,1,13,459,06/11/2017,23:30:38,0
79909,2,1,20,452,08/11/2017,20:00:08,0
10748,14,1,19,134,09/11/2017,01:08:05,0
80153,13,1,19,400,09/11/2017,11:46:47,0
82045,3,1,16,211,09/11/2017,01:17:15,0
116949,3,1,3,280,08/11/2017,00:56:28,0
42136,14,1,13,379,08/11/2017,06:40:51,0
73582,12,2,9,265,07/11/2017,13:05:58,0
329152,2,1,6,477,09/11/2017,02:06:01,0
205776,9,2,18,466,09/11/2017,14:21:02,0
9096,12,1,10,178,07/11/2017,07:24:07,0
14002,3,1,3,115,09/11/2017,07:37:39,0
5729,2,1,25,377,07/11/2017,14:46:28,0
247973,23,1,13,153,08/11/2017,10:38:55,0
58434,9,1,19,258,06/11/2017,18:09:11,0
55080,13,1,3,400,07/11/2017,02:39:31,0
37185,12,1,31,328,08/11/2017,13:11:47,0
64593,2,1,8,452,08/11/2017,15:32:57,0
214891,12,1,35,178,08/11/2017,12:50:11,0
105560,29,1,13,347,09/11/2017,09:34:15,0
89460,6,1,13,459,07/11/2017,23:25:26,0
41725,1,2,11,153,08/11/2017,10:59:57,0
76517,3,1,35,280,08/11/2017,06:35:42,0
92307,21,1,41,232,09/11/2017,07:53:49,0
90905,15,1,13,111,09/11/2017,15:42:51,0
172340,2,1,18,236,09/11/2017,02:49:36,0
74278,18,1,15,121,08/11/2017,12:49:24,0
110682,11,1,22,319,08/11/2017,15:01:27,0
98743,12,1,41,265,09/11/2017,04:48:20,0
100654,26,1,14,266,09/11/2017,01:54:42,0
50407,11,1,8,319,08/11/2017,20:31:28,0
212306,9,1,13,334,08/11/2017,22:36:57,0
36501,18,1,20,107,07/11/2017,00:20:10,0
5348,3,1,19,280,07/11/2017,16:47:13,0
16798,12,1,1,265,08/11/2017,10:51:18,0
90466,27,1,13,122,08/11/2017,08:17:42,0
29385,15,1,10,245,08/11/2017,20:34:05,0
118212,18,1,8,121,09/11/2017,12:37:37,0
44451,18,1,18,107,07/11/2017,01:50:38,0
